name,price,new_name,First_Name,Last_Name,New_Price,above_100
Carl Gonzalez,161.53475118831773,Carl Gonzalez,Carl,Gonzalez,161.53,True
Maria Miller,241.29117287994973,Maria Miller,Maria,Miller,241.29,True
Chad Kelly,273.32067062045553,Chad Kelly,Chad,Kelly,273.32,True
Eileen Davis,55.999212191726244,Eileen Davis,Eileen,Davis,56.0,
Jacob White,176.3832714605529,Jacob White,Jacob,White,176.38,True
Tony Howard,56.2975155247464,Tony Howard,Tony,Howard,56.3,
Randy Franklin,10.700929318467699,Randy Franklin,Randy,Franklin,10.7,
Taylor Davidson,164.23495263187098,Taylor Davidson,Taylor,Davidson,164.23,True
Nicole Rivas,283.3434253637265,Nicole Rivas,Nicole,Rivas,283.34,True
Daniel Martinez,82.42854517062199,Daniel Martinez,Daniel,Martinez,82.43,
Theresa Potter,63.4931589586903,Theresa Potter,Theresa,Potter,63.49,
William Kerr,193.1528857773216,William Kerr,William,Kerr,193.15,True
Erin Anderson,145.1617851297109,Erin Anderson,Erin,Anderson,145.16,True
Carlos Sawyer,91.16472065888534,Carlos Sawyer,Carlos,Sawyer,91.16,
Steven Reyes,90.51351056640483,Steven Reyes,Steven,Reyes,90.51,
Robert Johnson,151.3425499634486,Robert Johnson,Robert,Johnson,151.34,True
John Kelley,264.144529109543,John Kelley,John,Kelley,264.14,True
Melissa Franklin,154.5602914966386,Melissa Franklin,Melissa,Franklin,154.56,True
Travis Davis,288.22208566053297,Travis Davis,Travis,Davis,288.22,True
Adam Bailey,42.661396296274134,Adam Bailey,Adam,Bailey,42.66,
Crystal Peterson,171.64994607988942,Crystal Peterson,Crystal,Peterson,171.65,True
David Anderson,131.23634305680218,David Anderson,David,Anderson,131.24,True
David Allen III,100.8692530137451,David Allen III,David,Allen,100.87,True
Jose Mitchell,219.3702027059291,Jose Mitchell,Jose,Mitchell,219.37,True
Harry Miller,258.8640909736128,Harry Miller,Harry,Miller,258.86,True
Jay Smith,174.5402259443227,Jay Smith,Jay,Smith,174.54,True
David Spence,39.44159283109981,David Spence,David,Spence,39.44,
Alicia Young,49.05124088619459,Alicia Young,Alicia,Young,49.05,
Gregory Cooper,84.87613038778457,Gregory Cooper,Gregory,Cooper,84.88,
Michelle Brown,299.6697558497188,Michelle Brown,Michelle,Brown,299.67,True
Melissa Johnson,54.77661633979444,Melissa Johnson,Melissa,Johnson,54.78,
Robert Hunter,233.21123260741933,Robert Hunter,Robert,Hunter,233.21,True
Ellen Montes,114.6587626949775,Ellen Montes,Ellen,Montes,114.66,True
Madeline Terry,143.06802157480763,Madeline Terry,Madeline,Terry,143.07,True
Gregory Mclean,100.14166443217188,Gregory Mclean,Gregory,Mclean,100.14,True
Rebekah Fischer,35.84139135367792,Rebekah Fischer,Rebekah,Fischer,35.84,
Wendy Sexton,104.25291047543828,Wendy Sexton,Wendy,Sexton,104.25,True
Angela Spencer,130.03689953330422,Angela Spencer,Angela,Spencer,130.04,True
Brent Richards,287.8512448834523,Brent Richards,Brent,Richards,287.85,True
Christina Price,220.4715323772488,Christina Price,Christina,Price,220.47,True
Christopher Kim,268.0940813504539,Christopher Kim,Christopher,Kim,268.09,True
Kristie White,3.7311883828928463,Kristie White,Kristie,White,3.73,
Eric Anderson,151.16942984445475,Eric Anderson,Eric,Anderson,151.17,True
Patrick Moran,202.9421152784756,Patrick Moran,Patrick,Moran,202.94,True
Kimberly Dillon,148.76369135202728,Kimberly Dillon,Kimberly,Dillon,148.76,True
Michael Morris,186.27394377076007,Michael Morris,Michael,Morris,186.27,True
Stephanie Garcia,135.33748050064858,Stephanie Garcia,Stephanie,Garcia,135.34,True
Amber Randall,161.7867294297946,Amber Randall,Amber,Randall,161.79,True
Matthew Morris,177.46751444408784,Matthew Morris,Matthew,Morris,177.47,True
Brandon Henry,189.26400019450284,Brandon Henry,Brandon,Henry,189.26,True
Elizabeth Jones,1.721334548939768,Elizabeth Jones,Elizabeth,Jones,1.72,
Manuel Reyes,56.113994510166386,Manuel Reyes,Manuel,Reyes,56.11,
Cindy Blackburn,277.3116641420689,Cindy Blackburn,Cindy,Blackburn,277.31,True
Mindy Valentine,296.0404881267724,Mindy Valentine,Mindy,Valentine,296.04,True
Mary Stevenson,54.15138664882686,Mary Stevenson,Mary,Stevenson,54.15,
Emma Beltran,280.6140782808768,Emma Beltran,Emma,Beltran,280.61,True
Matthew Jacobson,234.47557426049602,Matthew Jacobson,Matthew,Jacobson,234.48,True
Paul Phillips,52.38933173677764,Paul Phillips,Paul,Phillips,52.39,
James Porter,167.69163371820378,James Porter,James,Porter,167.69,True
David Harrison,216.5572769596223,David Harrison,David,Harrison,216.56,True
Tara Davidson,177.59773188516533,Tara Davidson,Tara,Davidson,177.6,True
Donna Kelly,235.96438529410037,Donna Kelly,Donna,Kelly,235.96,True
Renee Mayer,29.664787754894014,Renee Mayer,Renee,Mayer,29.66,
Victor Davis,292.35003200342095,Victor Davis,Victor,Davis,292.35,True
Marc Abbott,144.04273993576138,Marc Abbott,Marc,Abbott,144.04,True
Kevin Flores,2.045958420405813,Kevin Flores,Kevin,Flores,2.05,
Sarah Mayo,243.15761846445972,Sarah Mayo,Sarah,Mayo,243.16,True
Anthony Morgan,74.4186564039212,Anthony Morgan,Anthony,Morgan,74.42,
Sarah Wong,22.838355005055256,Sarah Wong,Sarah,Wong,22.84,
Tanya Martinez,226.35181260477054,Tanya Martinez,Tanya,Martinez,226.35,True
Jacob Lewis,177.8268317565457,Jacob Lewis,Jacob,Lewis,177.83,True
Valerie Spencer,110.11507550686115,Valerie Spencer,Valerie,Spencer,110.12,True
Kelly Drake,223.77499381154126,Kelly Drake,Kelly,Drake,223.77,True
Zachary Foster,256.89348083323256,Zachary Foster,Zachary,Foster,256.89,True
Susan Summers,203.44461299539296,Susan Summers,Susan,Summers,203.44,True
Stacy Jones,282.2103927690474,Stacy Jones,Stacy,Jones,282.21,True
Alicia Roberts,115.34157934879283,Alicia Roberts,Alicia,Roberts,115.34,True
Charlene Patterson,231.59024349241798,Charlene Patterson,Charlene,Patterson,231.59,True
Mike Hudson,90.77833228365688,Mike Hudson,Mike,Hudson,90.78,
Nichole Murray,257.21258823589085,Nichole Murray,Nichole,Murray,257.21,True
Anthony Robinson,174.6749073676387,Anthony Robinson,Anthony,Robinson,174.67,True
Andrew Sutton,55.09426007797108,Andrew Sutton,Andrew,Sutton,55.09,
John Munoz,10.761625889814198,John Munoz,John,Munoz,10.76,
Antonio Gray,254.19897647310836,Antonio Gray,Antonio,Gray,254.2,True
Mallory Bright,17.364552749182142,Mallory Bright,Mallory,Bright,17.36,
Zachary Johnson,164.0094797786875,Zachary Johnson,Zachary,Johnson,164.01,True
Scott Zimmerman,210.83596305424183,Scott Zimmerman,Scott,Zimmerman,210.84,True
Nicolas Myers,191.5740332499334,Nicolas Myers,Nicolas,Myers,191.57,True
Dakota Silva,0.20198314908695947,Dakota Silva,Dakota,Silva,0.2,
Cynthia Crawford,138.58520878049714,Cynthia Crawford,Cynthia,Crawford,138.59,True
Larry Smith,203.4597290615274,Larry Smith,Larry,Smith,203.46,True
Victoria Hoover,49.76932196436643,Victoria Hoover,Victoria,Hoover,49.77,
Carl Shannon,75.01050542617351,Carl Shannon,Carl,Shannon,75.01,
Melissa Hardy,57.467193394779606,Melissa Hardy,Melissa,Hardy,57.47,
Carolyn Smith,217.4986593754965,Carolyn Smith,Carolyn,Smith,217.5,True
Austin Washington,123.73567293079006,Austin Washington,Austin,Washington,123.74,True
Jacob Spencer MD,194.45006492426037,Jacob Spencer MD,Jacob,Spencer,194.45,True
Earl Jackson,146.43817109730702,Earl Jackson,Earl,Jackson,146.44,True
Nicole Simmons,100.44667067314045,Nicole Simmons,Nicole,Simmons,100.45,True
Phillip Hurst,70.27347633926041,Phillip Hurst,Phillip,Hurst,70.27,
Hailey Robbins,189.14714574392312,Hailey Robbins,Hailey,Robbins,189.15,True
James Taylor,223.40336044320082,James Taylor,James,Taylor,223.4,True
Andrea Figueroa,35.46449803439957,Andrea Figueroa,Andrea,Figueroa,35.46,
Cassandra Moreno,75.31803376571962,Cassandra Moreno,Cassandra,Moreno,75.32,
Gregory Pacheco,30.78269568036507,Gregory Pacheco,Gregory,Pacheco,30.78,
Shawn Shelton,104.02267990251859,Shawn Shelton,Shawn,Shelton,104.02,True
Nicole Huerta,147.5406086860903,Nicole Huerta,Nicole,Huerta,147.54,True
Matthew Hoffman,111.3375617650749,Matthew Hoffman,Matthew,Hoffman,111.34,True
Barbara Hudson,224.32025794754543,Barbara Hudson,Barbara,Hudson,224.32,True
Sandra Francis,62.57524548444468,Sandra Francis,Sandra,Francis,62.58,
Rebecca Ray,32.48419801695065,Rebecca Ray,Rebecca,Ray,32.48,
Tammy Simpson,221.5414937513709,Tammy Simpson,Tammy,Simpson,221.54,True
Kyle Clark,223.57381088021188,Kyle Clark,Kyle,Clark,223.57,True
Sherry Peterson,9.233781215770176,Sherry Peterson,Sherry,Peterson,9.23,
Kyle Howard,22.360132883489452,Kyle Howard,Kyle,Howard,22.36,
David Warren,23.004359652518488,David Warren,David,Warren,23.0,
Brandon Townsend,189.24116697061797,Brandon Townsend,Brandon,Townsend,189.24,True
Christopher Ellis,60.92041241518239,Christopher Ellis,Christopher,Ellis,60.92,
Renee Mccall,172.00256312436542,Renee Mccall,Renee,Mccall,172.0,True
Nicole Valdez,202.10510009001203,Nicole Valdez,Nicole,Valdez,202.11,True
Austin Bird,97.14819318238372,Austin Bird,Austin,Bird,97.15,
Matthew Oliver,190.77386612510486,Matthew Oliver,Matthew,Oliver,190.77,True
Adam Morrison,122.64230473382507,Adam Morrison,Adam,Morrison,122.64,True
Kenneth Koch,223.4597055196274,Kenneth Koch,Kenneth,Koch,223.46,True
Roger Maddox,192.8048837956952,Roger Maddox,Roger,Maddox,192.8,True
Michael Harris,275.0959548024674,Michael Harris,Michael,Harris,275.1,True
Devon Levy,179.3498944875248,Devon Levy,Devon,Levy,179.35,True
Alison Wright,67.79896597633041,Alison Wright,Alison,Wright,67.8,
Jennifer Jones,69.16425394378147,Jennifer Jones,Jennifer,Jones,69.16,
Alexandra Rosales,275.3449130626638,Alexandra Rosales,Alexandra,Rosales,275.34,True
Erika Wood,172.34480639558404,Erika Wood,Erika,Wood,172.34,True
Kristen Dyer,143.71698285694978,Kristen Dyer,Kristen,Dyer,143.72,True
Kristin Higgins,66.99301038442654,Kristin Higgins,Kristin,Higgins,66.99,
Adrian Martin,10.513655186099502,Adrian Martin,Adrian,Martin,10.51,
Joshua Hunter,126.45939745843677,Joshua Hunter,Joshua,Hunter,126.46,True
Cindy Wells,2.8232786491312445,Cindy Wells,Cindy,Wells,2.82,
Meredith Shepherd,15.392562383336552,Meredith Shepherd,Meredith,Shepherd,15.39,
Paula Jackson,95.2847054733867,Paula Jackson,Paula,Jackson,95.28,
Jacob Woodard,36.917708739231145,Jacob Woodard,Jacob,Woodard,36.92,
Michael Hill,51.00126609367154,Michael Hill,Michael,Hill,51.0,
Maureen Miller,143.55527284612137,Maureen Miller,Maureen,Miller,143.56,True
Pamela Brandt,117.3452788473637,Pamela Brandt,Pamela,Brandt,117.35,True
Matthew Rojas Jr.,32.561464800348304,Matthew Rojas Jr.,Matthew,Rojas,32.56,
Lawrence Jordan,131.56227184399594,Lawrence Jordan,Lawrence,Jordan,131.56,True
Travis Coleman,267.93487667971027,Travis Coleman,Travis,Coleman,267.93,True
Tina Lopez,161.503481088032,Tina Lopez,Tina,Lopez,161.5,True
Joseph Armstrong,197.55579795653716,Joseph Armstrong,Joseph,Armstrong,197.56,True
Kayla Sellers,165.07278904370432,Kayla Sellers,Kayla,Sellers,165.07,True
Michael Rogers,65.74618063580124,Michael Rogers,Michael,Rogers,65.75,
Tiffany Fitzpatrick,70.01378574290754,Tiffany Fitzpatrick,Tiffany,Fitzpatrick,70.01,
Sierra Warren,82.4771693943464,Sierra Warren,Sierra,Warren,82.48,
Patricia Martinez,21.041608527872945,Patricia Martinez,Patricia,Martinez,21.04,
Gregory Castillo,3.006714073981853,Gregory Castillo,Gregory,Castillo,3.01,
Gilbert Johnson,232.51058387019052,Gilbert Johnson,Gilbert,Johnson,232.51,True
Bryan Gutierrez,233.18594801441583,Bryan Gutierrez,Bryan,Gutierrez,233.19,True
Yvonne Murphy,130.79814272805712,Yvonne Murphy,Yvonne,Murphy,130.8,True
Austin Patel,147.7426208747134,Austin Patel,Austin,Patel,147.74,True
Ronald Lopez,179.11618886729372,Ronald Lopez,Ronald,Lopez,179.12,True
Terry Fowler,295.9201301402752,Terry Fowler,Terry,Fowler,295.92,True
Holly Lara,181.4214635391196,Holly Lara,Holly,Lara,181.42,True
Cody Hayden,228.62703019542118,Cody Hayden,Cody,Hayden,228.63,True
Veronica Bradford,29.713095806431237,Veronica Bradford,Veronica,Bradford,29.71,
Sylvia Moon,57.43043382963282,Sylvia Moon,Sylvia,Moon,57.43,
Sharon Young,212.1545930246431,Sharon Young,Sharon,Young,212.15,True
Jeffery Wilson,214.1345719112958,Jeffery Wilson,Jeffery,Wilson,214.13,True
Tammy Cooper,215.1947062506921,Tammy Cooper,Tammy,Cooper,215.19,True
Jessica Gardner,282.8657889325184,Jessica Gardner,Jessica,Gardner,282.87,True
Mr. Matthew Roman,106.93348404799556,Matthew Roman,Matthew,Roman,106.93,True
Sharon Frazier,145.38134348933082,Sharon Frazier,Sharon,Frazier,145.38,True
James Gonzalez,262.3881598139217,James Gonzalez,James,Gonzalez,262.39,True
Tracy Mcmillan,53.15386877186404,Tracy Mcmillan,Tracy,Mcmillan,53.15,
Peter Schultz,64.90524812796211,Peter Schultz,Peter,Schultz,64.91,
Jenna Ayala,145.50354457036664,Jenna Ayala,Jenna,Ayala,145.5,True
Julie Martinez,184.89918464553654,Julie Martinez,Julie,Martinez,184.9,True
Richard Lee,202.7372207907121,Richard Lee,Richard,Lee,202.74,True
Karen Smith MD,104.75383886424879,Karen Smith MD,Karen,Smith,104.75,True
Timothy Lopez,238.71797232021743,Timothy Lopez,Timothy,Lopez,238.72,True
Justin Burke,244.7235201765567,Justin Burke,Justin,Burke,244.72,True
Karen Erickson,175.09517336647968,Karen Erickson,Karen,Erickson,175.1,True
Sarah Ramsey,39.16860301582358,Sarah Ramsey,Sarah,Ramsey,39.17,
Robin Evans,25.404060481793035,Robin Evans,Robin,Evans,25.4,
Michael Chang,52.77346918055381,Michael Chang,Michael,Chang,52.77,
Melvin Butler,178.00495025362042,Melvin Butler,Melvin,Butler,178.0,True
Deborah Mcbride,193.0499212754385,Deborah Mcbride,Deborah,Mcbride,193.05,True
Austin Williams,123.24527512214058,Austin Williams,Austin,Williams,123.25,True
Kenneth Dean,70.33757645957853,Kenneth Dean,Kenneth,Dean,70.34,
Joan Crawford,43.578270178925955,Joan Crawford,Joan,Crawford,43.58,
Erin King,87.38375286830562,Erin King,Erin,King,87.38,
Mr. James Hamilton,111.33211254970759,James Hamilton,James,Hamilton,111.33,True
Deborah Hood,140.8417148207704,Deborah Hood,Deborah,Hood,140.84,True
Marcus Stout,7.833256586507732,Marcus Stout,Marcus,Stout,7.83,
Shannon Jacobs,153.94954710775758,Shannon Jacobs,Shannon,Jacobs,153.95,True
Todd Harris,169.2074799910912,Todd Harris,Todd,Harris,169.21,True
Sarah Wilson,27.948243296502252,Sarah Wilson,Sarah,Wilson,27.95,
Edward Brown,255.07195391506968,Edward Brown,Edward,Brown,255.07,True
Calvin Jones,278.047386183245,Calvin Jones,Calvin,Jones,278.05,True
Mr. Nicholas Fry,94.59168044796073,Nicholas Fry,Nicholas,Fry,94.59,
Alejandro Sharp,84.92844506418113,Alejandro Sharp,Alejandro,Sharp,84.93,
Debra Morgan,265.4239043937716,Debra Morgan,Debra,Morgan,265.42,True
John Kemp,242.2398350771769,John Kemp,John,Kemp,242.24,True
Benjamin Richardson,173.67497435749328,Benjamin Richardson,Benjamin,Richardson,173.67,True
Eric Cobb,81.9786979098065,Eric Cobb,Eric,Cobb,81.98,
Joseph Daniel,58.14862166933076,Joseph Daniel,Joseph,Daniel,58.15,
William Pollard,133.09782337666869,William Pollard,William,Pollard,133.1,True
Aaron Pace,131.30498501761153,Aaron Pace,Aaron,Pace,131.3,True
Wendy Smith,174.3502801019665,Wendy Smith,Wendy,Smith,174.35,True
Cheyenne Hernandez,292.356699138373,Cheyenne Hernandez,Cheyenne,Hernandez,292.36,True
Patricia Spencer,250.66837234344882,Patricia Spencer,Patricia,Spencer,250.67,True
Charles Taylor PhD,20.428883339268566,Charles Taylor PhD,Charles,Taylor,20.43,
Stacey Clark,59.146077513775644,Stacey Clark,Stacey,Clark,59.15,
Megan Williams,79.75989503945006,Megan Williams,Megan,Williams,79.76,
Robert Lee,125.17500911383046,Robert Lee,Robert,Lee,125.18,True
Pamela Hughes,173.04726295797866,Pamela Hughes,Pamela,Hughes,173.05,True
James Davis,181.86429227797746,James Davis,James,Davis,181.86,True
Tami Harper,232.1272480663956,Tami Harper,Tami,Harper,232.13,True
Thomas Avila,162.14573543145937,Thomas Avila,Thomas,Avila,162.15,True
Darius Phillips,2.778963305846238,Darius Phillips,Darius,Phillips,2.78,
Donald Perez,260.35330572649383,Donald Perez,Donald,Perez,260.35,True
Elizabeth Moran,75.8015245081475,Elizabeth Moran,Elizabeth,Moran,75.8,
Kristina Chapman,198.8826773979017,Kristina Chapman,Kristina,Chapman,198.88,True
Jimmy Morris,133.7376894804658,Jimmy Morris,Jimmy,Morris,133.74,True
Julie Hobbs,248.1671201729699,Julie Hobbs,Julie,Hobbs,248.17,True
Hailey Miller,212.6344416196868,Hailey Miller,Hailey,Miller,212.63,True
Robert Elliott,31.836530442391773,Robert Elliott,Robert,Elliott,31.84,
Kathleen Franklin,267.6104518942737,Kathleen Franklin,Kathleen,Franklin,267.61,True
Cassandra Smith,113.72661569309021,Cassandra Smith,Cassandra,Smith,113.73,True
Stacey Montoya,30.632256753495568,Stacey Montoya,Stacey,Montoya,30.63,
Lauren Romero,64.3024169837815,Lauren Romero,Lauren,Romero,64.3,
Hector Rivera,68.20899516843899,Hector Rivera,Hector,Rivera,68.21,
Veronica Morris,151.12484831915822,Veronica Morris,Veronica,Morris,151.12,True
Derrick Sanders,155.17534215529273,Derrick Sanders,Derrick,Sanders,155.18,True
Russell Gallagher,103.87502071083478,Russell Gallagher,Russell,Gallagher,103.88,True
Cody Moore,216.23861222764216,Cody Moore,Cody,Moore,216.24,True
Robin Ramsey,158.67190699606198,Robin Ramsey,Robin,Ramsey,158.67,True
Heather Shelton,205.94706785705586,Heather Shelton,Heather,Shelton,205.95,True
Lindsay Zuniga,83.86393913302406,Lindsay Zuniga,Lindsay,Zuniga,83.86,
Mark Wells,14.977647650964386,Mark Wells,Mark,Wells,14.98,
Adam Jones,5.368559530633654,Adam Jones,Adam,Jones,5.37,
Gerald Gonzales,40.93851843296597,Gerald Gonzales,Gerald,Gonzales,40.94,
Christopher Perez,273.7105101980069,Christopher Perez,Christopher,Perez,273.71,True
Justin Thornton,4.125420062097551,Justin Thornton,Justin,Thornton,4.13,
Miss Lauren Solis,241.17229029844745,Lauren Solis,Lauren,Solis,241.17,True
Michelle Kidd,2.7406523837009256,Michelle Kidd,Michelle,Kidd,2.74,
Michael Shannon,16.995767518187865,Michael Shannon,Michael,Shannon,17.0,
Matthew Murphy,73.0263524416383,Matthew Murphy,Matthew,Murphy,73.03,
Sheila Garcia,296.1911545862185,Sheila Garcia,Sheila,Garcia,296.19,True
Rebecca Rogers,44.743905542174794,Rebecca Rogers,Rebecca,Rogers,44.74,
Dana Tran,222.6750233016547,Dana Tran,Dana,Tran,222.68,True
Elizabeth Lee,208.13873035105962,Elizabeth Lee,Elizabeth,Lee,208.14,True
Jessica Arroyo,44.74215675689375,Jessica Arroyo,Jessica,Arroyo,44.74,
Isaac Wright,196.50538637726,Isaac Wright,Isaac,Wright,196.51,True
Jennifer Evans,130.87148566503404,Jennifer Evans,Jennifer,Evans,130.87,True
Martha Mahoney,261.9871909827111,Martha Mahoney,Martha,Mahoney,261.99,True
Daniel Shelton,223.4015940557637,Daniel Shelton,Daniel,Shelton,223.4,True
Jacqueline Sandoval,108.11889625722077,Jacqueline Sandoval,Jacqueline,Sandoval,108.12,True
Yvette Gonzales,240.173111183782,Yvette Gonzales,Yvette,Gonzales,240.17,True
Sherry Randolph,267.3584463445881,Sherry Randolph,Sherry,Randolph,267.36,True
Nicholas Vincent,267.96321470051186,Nicholas Vincent,Nicholas,Vincent,267.96,True
Nicole Banks,84.13883685144123,Nicole Banks,Nicole,Banks,84.14,
Caleb Zuniga,65.37221198767371,Caleb Zuniga,Caleb,Zuniga,65.37,
Kathryn Mckinney,42.2838642584548,Kathryn Mckinney,Kathryn,Mckinney,42.28,
Kaylee Griffin,91.7223631410476,Kaylee Griffin,Kaylee,Griffin,91.72,
Raymond Yu,162.85736740339001,Raymond Yu,Raymond,Yu,162.86,True
Stephen Hill,156.0160199597977,Stephen Hill,Stephen,Hill,156.02,True
Ryan Young,145.2495609984626,Ryan Young,Ryan,Young,145.25,True
Kevin Turner,274.20530682676673,Kevin Turner,Kevin,Turner,274.21,True
Scott Bonilla,232.65874092908518,Scott Bonilla,Scott,Bonilla,232.66,True
Scott Smith,21.084655887074693,Scott Smith,Scott,Smith,21.08,
Jill George,217.45235784716684,Jill George,Jill,George,217.45,True
Anthony Odonnell,25.685691522844486,Anthony Odonnell,Anthony,Odonnell,25.69,
Kenneth Walton,94.96351689369742,Kenneth Walton,Kenneth,Walton,94.96,
Tammy Dixon,71.23764253958264,Tammy Dixon,Tammy,Dixon,71.24,
Mary Herring,85.52552465164453,Mary Herring,Mary,Herring,85.53,
David Harris,99.86362816665005,David Harris,David,Harris,99.86,
Holly Jenkins,232.84984682642602,Holly Jenkins,Holly,Jenkins,232.85,True
Kristen Hall,271.03830758023025,Kristen Hall,Kristen,Hall,271.04,True
Vanessa Hernandez,240.83562770955402,Vanessa Hernandez,Vanessa,Hernandez,240.84,True
Lindsey Baker,215.38452080526642,Lindsey Baker,Lindsey,Baker,215.38,True
Jessica Cooper,271.59106570119013,Jessica Cooper,Jessica,Cooper,271.59,True
Daniel Garcia,54.38186781470471,Daniel Garcia,Daniel,Garcia,54.38,
Brandon Proctor,244.5859382922681,Brandon Proctor,Brandon,Proctor,244.59,True
Ray Moore,81.09489321196062,Ray Moore,Ray,Moore,81.09,
